CG_name	Gene	Chromosome	Site
CG10918	CG10918	X	20A1-20A1
CG10919	CG10919	3R	84D14-84D14
CG1092	CG1092	3R	82A1-82A1
CG10920	CG10920	X	7C1-7C1
CG10922	La	2L	38C5-38C5
CG10923	Klp67A	3L	67B2-67B2
CG10924	Pepck2	2R	55D1-55D2
CG10927	CG10927	2R	55E1-55E2
CG10930	PpY-55A	2R	55A2-55A2
CG10931	CG10931	2R	54E7-54E8
CG10932	CG10932	X	7C1-7C1
CG10933	Dlish	2R	54E2-54E2
CG10934	CG10934	2R	54E1-54E2
CG10936	CG10936	2R	54D1-54D2
CG10938	Prosalpha5	2R	54B7-54B7
CG10939	CG10939	2R	54B6-54B7
CG10943	CG10943	3L	69E6-69E6
CG10944	RpS6	X	7C2-7C2
CG10946	dpr14	X	7C2-7C2
CG10947	CG10947	2L	38C6-38C6
CG10948	CG10948	3L	69E6-69E6
CG10949	CG10949	2L	38C6-38C6
CG10950	CG10950	2R	54A2-54A2
CG10951	niki	3R	96A23-96A24
CG10952	eag	X	13A2-13A5
CG10953	CG10953	2R	54A2-54A2
CG10954	Arpc2	2L	38C6-38C6
CG10955	Rtf1	2R	58D4-58D4
CG10956	Spn53F	2R	53F12-53F12
CG10958	CG10958	X	7D12-7D13
CG10959	CG10959	X	7D16-7D16
CG10960	nebu	3L	69E5-69E6
CG10961	Traf6	X	7D16-7D16
CG10962	CG10962	X	8C1-8C4
CG10964	sni	X	7D22-7D22
CG10965	Corp	X	7E1-7E1
CG10967	Atg1	3L	69E2-69E4
CG10969	CG10969	3L	69E2-69E2
CG10970	CG10970	X	8C4-8C4
CG10971	Hip1	3L	69E2-69E2
CG10972	ppk12	2R	58E1-58E1
CG10973	CG10973	3L	69E1-69E1
CG10975	Ptp69D	3L	69D6-69E1
CG10978	jagn	3R	83C3-83C3
CG10979	CG10979	3R	83C4-83C4
CG1098	Madm	3R	83C2-83C2
CG10981	dgrn	3R	83C4-83C4
CG10984	CG10984	3L	69E1-69E1
CG10986	g	X	12B4-12B4
CG10988	Grip91	X	12B4-12B4
CG1099	Dap160	2L	39A4-39A4
CG10990	Pdcd4	X	12B4-12B10
CG10992	CtsB	X	12C4-12C4
CG10993	CG10993	X	12C5-12C5
CG10996	CG10996	X	12C5-12C5
CG10997	Clic	X	12C5-12C6
CG10998	r-cup	X	19E7-19E7
CG1100	Rpn5	3R	83C4-83C4
CG11000	CG11000	3R	83C4-83C4
CG11001	Fkbp12	2R	56C8-56C8
CG11006	Sap130	3L	69E4-69E4
CG11007	CG11007	2R	56D14-56D14
CG11009	Wbp2	3L	69E6-69E6
CG1101	Ref1	3R	84B2-84B2
CG11010	Ent3	3L	69E6-69E6
CG11012	Ugt37A1	2L	38C5-38C5
CG11015	COX5B	2L	26E3-26E3
CG11018	CG11018	2R	56E1-56E1
CG1102	MP1	3R	82A3-82A3
CG11020	nompC	2L	25D6-25D7
CG11024	cl	2L	25E5-25E5
CG11025	Kpc2	2R	56E1-56E1
CG11027	Arf102F	4	102D4-102D4
CG11029	CG11029	2L	25F4-25F4
CG1103	CG1103	3R	82A4-82A4
CG11030	CG11030	2L	25F3-25F4
CG11033	Kdm2	3R	85C3-85C4
CG11034	CG11034	2L	25F5-25F5
CG11035	CG11035	3R	84E9-84E9
CG11037	CG11037	3L	78A1-78A1
CG1104	Ufl1	3R	84B2-84B2
CG11041	CG11041	2R	56F8-56F8
CG11043	COX5BL	2L	26E3-26E3
CG11044	CG11044	2R	56F10-56F10
CG11048	Efhc1.2	2R	56F11-56F11
CG11049	sv	4	102D4-102D4
CG1105	CG1105	3R	84B2-84B2
CG11050	CG11050	2L	26F1-26F1
CG11051	Nplp2	3L	70A6-70A6
CG11052	CG11052	3R	84E8-84E8
CG11055	Hsl	2R	56F11-56F11
CG11059	Cals	4	102D4-102D4
CG1106	Gel	3R	82A1-82A1
CG11060	CG11060	2R	42F3-42F3
CG11061	GM130	2R	58B10-58B10
CG11062	Actbeta	4	102D4-102D4
CG11063	jub	X	12C6-12C6
CG11064	apolpp	4	102D3-102D4
CG11066	scaf	2R	41F6-41F8
CG11068	CG11068	X	12D1-12D1
CG11069	CG11069	3R	96B4-96B4
CG1107	aux	3R	82A1-82A1
CG11070	Ube4A	2L	26F3-26F4
CG11073	flap	2R	58B5-58B7
CG11076	CG11076	4	102D1-102D1
CG11077	CG11077	4	102D1-102D1
CG1108	alpha-Est6	3R	84D9-84D9
CG11081	PlexA	4	102D1-102D1
CG11084	pk	2R	42F3-43A1
CG11085	CG11085	X	11B4-11B4
CG11086	Gadd45	2R	43A2-43A2
CG11089	CG11089	3R	96B2-96B2
CG1109	Wdr33	3R	83B8-83B8
CG11092	Nup93-1	X	12C6-12C6
CG11093	fuss	4	102C6-102C6
CG11094	dsx	3R	84E5-84E6
CG11095	CG11095	X	12C5-12C5
CG11098	Tango1	2L	26F3-26F3
CG11099	CG11099	2R	56F10-56F11
CG11100	Mes2	3L	80C1-80C1
CG11101	pwn	2R	43A3-43A3
CG11103	amrt	X	12C4-12C4
CG11106	CG11106	X	10B1-10B1
CG11107	Dhx15	2R	43B2-43B2
CG11109	CG11109	3L	80B1-80B1
CG11110	CG11110	2R	57A8-57A8
CG11111	rdgB	X	12C1-12C4
CG11112	CG11112	2R	43B2-43B2
CG11113	CG11113	2R	43B2-43B2
CG11115	Ssl1	3L	80B2-80B2
CG1112	alpha-Est7	3R	84D9-84D9
CG11120	Mink	3R	96B8-96B9
CG11121	so	2R	43B3-43C1
CG11122	CG11122	X	10A4-10A6
CG11123	CG11123	2R	43C1-43C1
CG11124	sPLA2	2R	43C1-43C1
CG11125	CG11125	2R	43C1-43C1
CG11127	CG11127	2R	43C3-43C3
CG11128	slif	3L	80B2-80B2
CG11129	Yp3	X	12C1-12C1
CG1113	CG1113	3R	82F7-82F7
CG11130	Rtc1	X	12B10-12C1
CG11131	CG11131	3L	80B2-80B2
CG11132	DMAP1	2R	57A9-57A9
CG11133	BoYb	3L	80B2-80B2
CG11134	CG11134	X	12B4-12B4
CG11136	Lrt	2R	57A9-57A9
CG11137	EMC4	3L	80B1-80B1
CG11138	Pits	X	11B1-11B2
CG11139	p47	2R	43C3-43C4
CG11140	Aldh-III	2R	43C4-43C4
CG11141	CG11141	2R	43C3-43C3
CG11142	obst-E	2L	25F4-25F4
CG11143	Inos	2R	43C3-43C3
CG11144	mGluR	4	102C5-102C6
CG11145	CG11145	2R	43B3-43C1
CG11147	CG11147	2L	25F4-25F4
CG11148	Gyf	4	102C4-102C4
CG11149	CG11149	2L	25F3-25F3
CG1115	Vps37B	3R	82F6-82F6
CG11151	CG11151	X	12B4-12B4
CG11152	fd102C	4	102C4-102C4
CG11153	Sox102F	4	102C3-102C4
CG11154	ATPsynbeta	4	102D1-102D1
CG11155	CG11155	4	102D4-102D5
CG11156	mus101	X	12B4-12B4
CG11158	CG11158	X	12B2-12B2
CG11159	CG11159	2R	57A9-57A9
CG1116	CG1116	3R	82F6-82F6
CG11160	SmydA-4	X	10A3-10A3
CG11162	CG11162	X	12B2-12B2
CG11163	ZnT41F	2R	41F10-41F11
CG11164	CG11164	X	12B2-12B2
CG11165	azot	2R	43F6-43F6
CG11166	Eaf	2R	43B2-43B2
CG11168	CG11168	3R	96B6-96B8
CG11170	CG11170	2R	58C5-58C5
CG11172	NFAT	X	12A9-12B2
CG11173	Snap29	2R	60A3-60A3
CG11175	Rcd6	2R	57A8-57A8
CG11176	Tango2	X	12A8-12A8
CG11177	BthD	X	12A8-12A8
CG11178	CG11178	X	12A8-12A8
CG11180	CG11180	2R	57A7-57A8
CG11181	cup	2L	26F5-26F6
CG11182	PHDP	2R	60A7-60A8
CG11183	DCP1	2R	60A8-60A8
CG11184	Upf3	2R	60A8-60A9
CG11186	toy	4	102D1-102D1
CG11188	Aatf	2L	27A1-27A1
CG1119	Gnf1	3R	82E2-82E2
CG11190	PIG-T	X	7E6-7E6
CG11191	CG11191	2R	44A2-44A2
CG11192	CG11192	2R	56F17-56F17
CG11194	Hey	2R	44A2-44A2
CG11196	Dic3	2R	44A2-44A2
CG11198	ACC	2R	44A1-44A2
CG11199	Liprin-alpha	2L	27A1-27A1
CG1120	IntS10	3L	63F1-63F1
CG11200	CG11200	2R	56F16-56F16
CG11201	TTLL3B	2L	27A1-27A1
CG11202	org-1	X	7E9-7E10
CG11205	phr	2R	43E18-43E18
CG11206	Liprin-gamma	2R	58D3-58D4
CG11207	feo	X	9F5-9F5
CG11208	Hacl	2R	56F11-56F11
CG11209	ppk6	2R	56F11-56F11
CG1121	alpha-Est8	3R	84D9-84D9
CG11210	Tmem63	2R	44A4-44A4
CG11211	CG11211	2R	42A13-42A13
CG11212	Ptr	2R	42A13-42A13
CG11213	Cp38	X	7F1-7F1
CG11217	CanB2	2R	43E16-43E16
CG11218	Obp56d	2R	56E2-56E2
CG11219	PIP82	X	7F3-7F3
CG11221	meng	2L	27A1-27A2
CG11226	CG11226	3L	80A4-80A4
CG11227	CG11227	X	19E5-19E5
CG11228	hpo	2R	56D13-56D13
CG11236	Daao2	2L	27B1-27B1
CG11237	Oseg6	2R	56D12-56D12
CG11238	l(3)04053	3L	80A1-80A1
CG1124	CG1124	3R	82E4-82E4
CG11241	CG11241	3L	80A1-80A1
CG11242	TBCB	2R	56D11-56D12
CG11246	Polr2H	3L	78E5-78E5
CG11247	CG11247	3L	78E5-78E5
CG11248	CG11248	3L	78E3-78E4
CG11249	CG11249	3L	78E3-78E3
CG11251	CG11251	3L	70A1-70A1
CG11253	Zmynd10	3L	69F5-69F5
CG11254	mael	3L	80A1-80A1
CG11255	Adk2	3L	69F5-69F5
CG11257	CG11257	2R	56D3-56D3
CG11258	mRpL20	3L	69F5-69F5
CG11259	MICAL-like	3L	69F5-69F5
CG1126	BBS5	3R	82D6-82D6
CG11261	Cul6	3L	69F5-69F5
CG11262	CG11262	3L	69F4-69F4
CG11263	CG11263	3L	69F5-69F5
CG11265	Trf4-1	X	7F4-7F4
CG11266	Caper	2L	27D5-27D5
CG11267	CG11267	3L	69F5-69F5
CG11268	ste14	3L	69F5-69F5
CG11269	CG11269	2R	58C1-58C1
CG11271	RpS12	3L	69F5-69F6
CG11274	Srrm1	3L	69F6-69F6
CG11275	CG11275	2R	58C5-58C5
CG11276	RpS4	3L	69F6-69F6
CG11278	Syx13	3L	69F6-69F6
CG11279	CG11279	3L	69F6-69F6
CG1128	alpha-Est9	3R	84D9-84D9
CG11280	trn	3L	70A1-70A1
CG11281	snky	3L	70A2-70A2
CG11282	caps	3L	70A3-70A4
CG11284	CAH3	X	8A1-8A2
CG11286	CG11286	3R	84E1-84E1
CG11289	Ugt307A1	2L	27D7-27E1
CG1129	CG1129	3R	82D6-82D6
CG11290	enok	2R	60B10-60B10
CG11291	CG11291	2R	58D1-58D1
CG11294	CG11294	X	8A2-8A2
CG11295	l(2)dtl	2R	59F6-59F6
CG11298	CG11298	2R	58D4-58D4
CG11299	Sesn	2R	59F6-59F7
CG1130	scrt	3L	64A2-64A2
CG11300	CG11300	2R	59F7-59F7
CG11301	PolE4	2R	58D8-58D8
CG11303	TM4SF	2R	60A7-60A7
CG11305	Sirt7	3R	98F6-98F6
CG11306	Alg11	3L	78E1-78E1
CG11307	CG11307	3L	78E1-78E1
CG11308	sa	3L	78D1-78D1
CG11309	CG11309	3L	78C6-78C6
CG1131	alpha-Est10	3R	84D8-84D9
CG11310	Cpr78Ca	3L	78C6-78C6
CG11312	insc	2R	57B3-57B3
CG11313	CG11313	3R	100A3-100A3
CG11314	Npc2g	3R	100A3-100A3
CG11315	Npc2h	3R	100A3-100A3
CG11317	CG11317	3R	100B2-100B2
CG11318	CG11318	3R	100B2-100B3
CG11319	Dpp10	2L	26E3-26F1
CG1132	FoxL1	3L	64A4-64A4
CG11320	DIP-iota	2L	26F1-26F1
CG11321	LUBEL	2L	27A2-27B1
CG11322	CG11322	2L	27A2-27A2
CG11323	TTLL3A	2L	27A1-27A1
CG11324	homer	2L	27A1-27A1
CG11325	AkhR	2L	27A1-27A1
CG11326	Tsp	2L	26F6-27A1
CG11327	CG11327	2L	26F6-26F7
CG11328	Nhe3	2L	26F6-26F6
CG11329	Nse1	2L	26F6-26F6
CG1133	opa	3R	82D8-82E1
CG11330	cort	2L	26F6-26F6
CG11331	Spn27A	2L	26F5-26F6
CG11333	CG11333	3R	100C4-100C4
CG11334	CG11334	3R	100C4-100C4
CG11335	Loxl1	3R	100C4-100C4
CG11337	PNPase	3R	100C3-100C3
CG1134	Mul1	3L	64A4-64A4
CG11340	pHCl-2	3R	100C1-100C1
CG11342	CG11342	3L	64B2-64B2
CG11345	CG11345	3L	64B6-64B6
CG11347	DOR	3L	64B4-64B5
CG11348	nAChRbeta1	3L	64B6-64B6
CG11349	CG11349	3L	64B7-64B7
CG1135	Rcd5	3L	64A4-64A4
CG11350	CG11350	3L	64B8-64B8
CG11352	jim	3L	80A2-80A4
CG11353	CG11353	3L	64B9-64B9
CG11354	Lim1	X	8A5-8B2
CG11356	CG11356	X	11A4-11A4
CG11357	CG11357	3L	64B9-64B9
CG1136	CG1136	3L	64A5-64A5
CG11360	CG11360	4	102C2-102C2
CG11362	CG11362	2R	58E8-58E8
CG11367	CG11367	3L	80A1-80A1
CG11368	CG11368	X	7B2-7B2
CG11369	CG11369	X	7B4-7B4
CG1137	CG1137	3R	83F1-83F1
CG11370	CG11370	3L	79F6-79F6
CG11371	dbr	2L	21B1-21B1
CG11372	galectin	2L	21B1-21B1
CG11373	CG11373	3R	83D1-83D1
CG11374	CG11374	2L	21B1-21B1
CG11375	polybromo	3R	96A22-96A23
CG11376	Zir	2L	21B1-21B2
CG11377	CG11377	2L	21B2-21B2
CG11378	CG11378	X	1E3-1E3
CG11379	CG11379	X	1E3-1E3
CG1138	CG1138	3R	83F4-83F4
CG11380	CG11380	X	1E3-1E3
CG11381	CG11381	X	1E4-1E4
CG11382	CG11382	X	1E4-1E4
CG11384	CG11384	X	1E3-1E3
CG11387	ct	X	7B4-7B6
CG11388	Xxylt	2R	60B4-60B4
CG1139	CG1139	3L	62B12-62B12
CG11390	EbpIII	2R	60B4-60B4
CG11391	CG11391	3R	92B2-92B2
CG11395	Gbp2	2R	54A1-54A1
CG11396	CG11396	3L	77E6-77E6
CG11397	glu	2L	36A12-36A13
CG11398	CG11398	X	1E4-1E4
CG11399	Pcif1	3L	77E6-77E6
CG1140	SCOT	3L	62B11-62B12
CG11400	CG11400	2R	54A1-54A1
CG11401	Trxr-2	3L	79E8-79E8
CG11403	CG11403	X	1E4-1E5
CG11404	CG11404	3L	79E8-79E8
CG11405	Atf3	X	1E5-1E5
CG11406	CG11406	2R	60C2-60C2
CG11407	CG11407	3R	92B2-92B2
CG11409	CG11409	X	1F3-1F3
CG11411	fs(1)N	X	1F3-1F3
CG11412	Naa30A	X	1F3-1F4
CG11413	CG11413	2R	60D4-60D4
CG11414	CG11414	2R	60D5-60D5
CG11415	Tsp2A	X	1F4-1F4
CG11416	uri	2R	60D5-60D5
CG11417	CG11417	X	1F4-1F4
CG11418	MTPAP	X	1F4-1F4
CG11419	APC10	2R	54C1-54C1
CG1142	CG1142	3R	84D8-84D8
CG11420	png	X	1F4-1F4
CG11421	Obp83a	3R	83D1-83D1
CG11422	Obp83b	3R	83D1-83D1
CG11423	ND-51L1	2R	54C12-54C12
CG11425	CG11425	3L	79E4-79E4
CG11426	CG11426	3L	79E4-79E4
CG11427	rb	X	4C7-4C7
CG1143	CG1143	3L	62E8-62E8
CG11430	Orai	2R	54F1-54F3
CG11436	CG11436	X	4C7-4C7
CG11437	CG11437	3L	79E4-79E4
CG11438	CG11438	3L	79E4-79E4
CG11440	laza	3L	79E4-79E4
CG11444	CG11444	X	4C7-4C7
CG11447	CG11447	3R	92B3-92B3
CG11448	Rilpl	X	2A1-2A1
CG11449	CG11449	3L	79E4-79E4
CG11450	net	2L	21B1-21B1
CG11451	Spc105R	3L	77E6-77E8
CG11453	CG11453	3R	92B2-92B2
CG11454	CG11454	2L	21B3-21B3
CG11455	ND-15	2L	21B3-21B3
CG11456	CG11456	3L	77F1-77F1
CG11458	CG11458	3L	77F4-77F4
CG11459	CG11459	3R	83D2-83D2
CG1146	CG1146	3L	62E3-62E4
CG11466	Cyp9f2	3R	87B9-87B9
CG1147	NPFR	3R	83D5-83E1
CG11470	CG11470	3R	99B4-99B4
CG11471	IleRS	3L	79D4-79D4
CG11474	CG11474	2R	58B2-58B3
CG11475	CG11475	2R	58B2-58B2
CG1148	Osi2	3R	83E1-83E1
CG11482	Mlh1	2R	44B8-44B8
CG11486	PAN3	3L	63A6-63B1
CG11488	mRpL10	2L	21B4-21B4
CG11489	Srpk79D	3L	79D4-79D4
CG1149	MstProx	3R	84D5-84D5
CG11490	Tbc1d15-17	2L	21B4-21B4
CG11491	br	X	2B4-2B4
CG11495	rasp	3L	63B8-63B8
CG11498	CG11498	3R	99E1-99E1
CG1150	Osi3	3R	83E1-83E1
CG11500	Spase12	3R	99B1-99B1
CG11501	Diedel	3R	99B1-99B1
CG11502	svp	3R	87B4-87B5
CG11504	CG11504	3R	99D1-99D1
CG11505	Larp4B	3L	63C1-63C1
CG1151	Osi6	3R	83E1-83E1
CG11512	GstD4	3R	87B8-87B8
CG11513	armi	3L	63E1-63E1
CG11516	Ptp99A	3R	99A11-99B1
CG11518	pygo	3R	100C6-100C6
CG1152	Gld	3R	84D3-84D3
CG11522	RpL6	3R	100C7-100C7
CG11523	CG11523	3L	79D3-79D3
CG11525	CycG	3R	100C7-100C7
CG11526	Strip	3L	63D1-63D1
CG11527	Tig	2L	26D1-26D1
CG11529	CG11529	3L	69A2-69A2
CG1153	Osi7	3R	83E1-83E1
CG11533	Asator	4	102C1-102C1
CG11534	DEF8	3L	68F5-68F5
CG11537	CG11537	3L	63B4-63B5
CG11539	Mnat9	3R	100D1-100D1
CG1154	Osi12	3R	83E2-83E2
CG11546	kermit	2R	44B5-44B5
CG1155	Osi14	3R	83E2-83E2
CG11550	CG11550	3R	100D1-100D1
CG11551	ind	3L	71B2-71B2
CG11552	Rpn12R	3L	71B2-71B2
CG11555	CG11555	2L	21B7-21B7
CG11556	Rph	X	9E2-9E4
CG11560	CG11560	3L	68F4-68F4
CG11561	smo	2L	21B7-21B7
CG11562	CG11562	2L	21B7-21B7
CG11563	CG11563	3R	100D1-100D2
CG11566	CG11566	X	19F1-19F1
CG11567	Cpr	2L	26C3-26C3
CG1157	Osi15	3R	83E2-83E2
CG11570	CG11570	3L	68E3-68E3
CG11575	Ir100a	3R	100D2-100D2
CG11576	Rift	3R	100D2-100D2
CG11577	CNPYb	3L	75F7-75F7
CG11579	arm	X	2B14-2B14
CG1158	Tim17b1	3R	82F8-82F9
CG11581	CG11581	X	12E2-12E2
CG11582	srw	3L	64A12-64A12
CG11583	CG11583	3L	64A12-64A12
CG11584	CG11584	X	12E2-12E2
CG11585	CG11585	X	12E3-12E3
CG11586	CG11586	3L	64A12-64A12
CG11588	CG11588	3L	68E3-68E3
CG11589	VhaM9.7-c	3L	64A10-64A10
CG11590	CG11590	X	12E3-12E3
CG11591	Dpy-30L2	3L	64A5-64A5
CG11592	Amnionless	2L	21B7-21B7
CG11593	CG11593	3L	64A4-64A4
CG11594	CG11594	3L	64A4-64A4
CG11596	CG11596	X	2B16-2B16
CG11597	CG11597	3L	68E1-68E1
CG11598	CG11598	3R	87C3-87C3
CG11600	CG11600	3R	87C3-87C3
CG11601	CG11601	2L	21B7-21B7
CG11604	mbm	2L	21B7-21B7
CG11606	Rpp30	2L	21B5-21B5
CG11607	H2.0	2L	26B2-26B3
CG11608	CG11608	3R	87C3-87C3
CG1161	CG1161	3R	82F10-82F11
CG11611	Tim13	3L	68D4-68D4
CG11614	nkd	3L	75F2-75F4
CG11617	CG11617	2L	21B4-21B4
CG11619	CG11619	3L	75F2-75F2
CG11621	Pi3K68D	3L	68D4-68D6
CG11622	Rlip	3R	93B4-93B4
CG11624	Ubi-p63E	3L	63F5-63F5
CG11626	CG11626	3R	92A3-92A3
CG11628	step	2L	40A1-40A2
CG11629	CG11629	2L	40B3-40B3
CG1163	Polr2F	3R	83A1-83A1
CG11630	CG11630	2L	40A3-40A3
CG11634	CG11634	2L	40B4-40B4
CG11635	CG11635	2R	44C4-44C4
CG11637	NijB	3L	75E4-75E4
CG11638	CG11638	X	1E1-1E1
CG11639	TfIIA-S-2	X	1E1-1E1
CG11642	TRAM	X	1D2-1D2
CG11648	Abd-B	3R	89E4-89E5
CG1165	LysS	3L	61F4-61F4
CG11650	Lcp1	2R	44C6-44C6
CG11652	Dph1	3L	68D2-68D2
CG11654	Ahcy	X	13C3-13C3
CG11655	CG11655	X	13C3-13C3
CG11656	CG11656	3R	87D8-87D8
CG11658	CG11658	3L	68D2-68D2
CG11659	CG11659	3R	92B2-92B2
CG11660	RIOK1	3L	68D1-68D1
CG11661	Ogdh	3L	73E1-73E1
CG11663	CG11663	X	1D2-1D2
CG11664	CG11664	X	1D2-1D2
CG11665	hrm	2R	41F6-41F6
CG11666	CG11666	X	19E6-19E6
CG11668	CG11668	3R	87D9-87D9
CG11669	Mal-A7	2R	44D1-44D1
CG1167	Ras64B	3L	64A7-64A7
CG11670	CG11670	3R	87D9-87D10
CG11671	Nazo	3R	84F8-84F8
CG11672	CG11672	3R	84F9-84F9
CG11674	CG11674	X	12E5-12E5
CG11678	Arp6	X	13E12-13E12
CG11679	CG11679	X	13E12-13E12
CG1168	7B2	3R	83A1-83A1
CG11680	mle	2R	42A6-42A6
CG11686	CG11686	3R	87E3-87E3
CG1169	Osi18	3R	83E4-83E4
CG11693	CG11693	3R	84F11-84F11
CG11694	CG11694	3R	84F11-84F11
CG11695	CG11695	X	10C7-10C7
CG11696	CG11696	X	10C7-10C7
CG11697	Reepl1	X	10C7-10C7
CG11698	CG11698	3R	84F11-84F11
CG11699	CG11699	X	10C7-10C7
CG11700	CG11700	X	5E5-5E5
CG11703	CG11703	3R	91F12-91F12
CG11709	PGRP-SA	X	10C6-10C6
CG1171	Akh	3L	64A7-64A7
CG11710	CG11710	X	19D1-19D1
CG11711	Mob2	3L	68C12-68C13
CG11714	CG11714	3L	68C12-68C12
CG11715	Cyp4g15	X	10B15-10B15
CG11719	Mst98Ca	3R	98C3-98C3
CG1172	CG1172	3R	83A1-83A1
CG11720	Sgs3	3L	68C11-68C11
CG11722	CG11722	3R	85F7-85F7
CG11723	CG11723	2L	22D1-22D1
CG11726	CG11726	3L	68C6-68C6
CG11727	Evi5	X	10B11-10B14
CG11732	Obp85a	3R	85A1-85A1
CG11734	HERC2	X	19C6-19C6
CG11735	Or85b	3R	85A2-85A2
CG11737	CG11737	3R	85A2-85A2
CG11738	l(1)G0004	X	19C5-19C6
CG11739	Sfxn1-3	3R	82A5-82A5
CG11741	CG11741	3R	""
CG11742	Or85d	3R	85A3-85A3
CG11748	Obp19a	X	19D1-19D1
CG11750	Pa1	X	10B5-10B5
CG11752	CG11752	X	10B3-10B3
CG11753	Sys1	3R	85A5-85A5
CG11755	CG11755	3R	85A5-85A5
CG11756	CG11756	X	10B3-10B3
CG11759	Kap3	X	10B3-10B3
CG1176	Obp84a	3R	84D3-84D3
CG11760	CG11760	3R	85A9-85A9
CG11761	trsn	2R	47A11-47A11
CG11762	ouib	3R	85A9-85A9
CG11765	Prx2540-2	2R	47A7-47A7
CG11767	Or24a	2L	24D7-24D7
CG11768	CG11768	3R	85A10-85A10
CG11770	lin	2R	44F6-44F7
CG11771	CG11771	3R	96B10-96B10
CG11775	Ir85a	3R	85B1-85B1
CG11777	CG11777	2R	47A9-47A9
CG11778	CNT1	2R	45A1-45A1
CG11779	CG11779	3R	91F4-91F4
CG11780	beta4GalT7	3R	96B16-96B16
CG11781	EMC6	3R	96B16-96B16
CG11783	Hr96	3R	96B16-96B17
CG11784	GstE13	2R	45A9-45A9
CG11785	bai	3R	96B17-96B17
CG11786	CG11786	3R	96B18-96B18
CG11788	CG11788	2R	56F11-56F14
CG1179	LysB	3L	61F3-61F3
CG11790	CG11790	3R	96B18-96B19
CG11791	CG11791	3R	96B19-96B19
CG11793	Sod1	3L	68A7-68A7
CG11796	Hpd	3L	77C3-77C3
CG11797	Obp56a	2R	56E2-56E2
CG11798	chn	2R	51E1-51E2
CG11799	FoxK	3L	68A7-68A7
CG1180	LysE	3L	61F3-61F3
CG11801	Elo68beta	3L	68A6-68A6
CG11802	BORCS5	X	10F2-10F2
CG11804	ced-6	2R	45D7-45D8
CG11807	CG11807	2R	51E5-51E5
CG11808	CG11808	2R	51E7-51E7
CG11811	CG11811	3L	67E6-67E7
CG11815	CG11815	3L	62B12-62B12
CG11816	CG11816	X	12A4-12A4
CG11820	PQBP1	3R	96B19-96B19
CG11821	Cyp12a5	3R	91F2-91F3
CG11822	nAChRbeta3	2L	21E2-21E2
CG11825	CG11825	2R	47A7-47A7
CG11828	CG11828	3R	98F2-98F2
CG11833	Ssl2	3R	98F5-98F5
CG11835	CG11835	2L	21E2-21E2
CG11836	CG11836	3R	96B20-96B20
CG11837	CG11837	3R	98F6-98F6
CG11838	rempA	2L	21E2-21E2
CG11839	CG11839	3R	96B20-96B20
CG11840	Spp	2L	21E2-21E2
CG11841	CG11841	3R	98F6-98F6
CG11842	CG11842	3R	98F6-98F6
CG11843	CG11843	3R	98F6-98F6
CG11844	vig2	3R	96C1-96C1
CG11847	Clbn	3R	96C1-96C1
CG11848	Bili	3R	96C1-96C1
CG11849	dan	3R	96C3-96C4
CG11851	Alg9	3R	96C6-96C7
CG11852	CG11852	3R	96C7-96C7
CG11853	to	3R	96C7-96C7
CG11854	CG11854	3R	96C7-96C7
CG11856	Nup358	3R	96C8-96C8
CG11857	CG11857	3R	96C8-96C8
CG11858	CG11858	3R	96C8-96C8
CG11859	RIOK2	3R	96C8-96C8
CG11864	Semp1	2L	35D3-35D3
CG11865	CG11865	2L	35D3-35D3
CG11866	dmpd	2R	46F1-46F1
CG11873	Bicra	3R	98F8-98F10
CG11874	alpha-Man-Ib	3R	98F10-98F10
CG11875	Nup37	3R	96C8-96C8
CG11876	Pdhb	3R	98F10-98F10
CG11877	Atg14	3R	98F10-98F10
CG11878	CG11878	3R	96C8-96C8
CG11880	Ctl2	3R	98F10-98F12
CG11881	dgt6	3R	98F12-98F12
CG11882	CG11882	3R	98F12-98F12
CG11883	CG11883	2R	47B1-47B1
CG11885	CG11885	2L	21C2-21C2
CG11886	Slbp	3R	98F13-98F13
CG11887	Elp2	2R	47B1-47B3
CG11888	Rpn2	3R	98F13-98F13
CG11889	CG11889	3R	96C8-96C8
CG11891	CG11891	3R	96C8-96C8
CG11892	CG11892	3R	96C9-96C9
CG11893	CG11893	3R	96C9-96C9
CG11895	stan	2R	47B6-47B7
CG11896	m-cup	3R	89F1-89F1
CG11897	rdog	3R	98F13-98F13
CG11898	CG11898	3R	98F13-98F13
CG11899	CG11899	3R	99A1-99A1
CG11900	Mesh1	3R	99A1-99A1
CG11901	eEF1gamma	3R	99A1-99A1
CG11902	CG11902	3R	96D1-96D2
CG11905	CG11905	3L	73D6-73D7
CG11906	CG11906	2R	56C6-56C6
CG11907	Ent1	2L	21C1-21C1
CG11908	rha	3R	96D2-96D2
CG11909	tobi	3R	96D2-96D2
CG11910	alrm	3R	96D2-96D3
CG11911	CG11911	2L	21B8-21B8
CG11912	CG11912	2L	21B8-21B8
CG11913	ND-49L	3R	96D2-96D2
CG11919	Pex6	2R	47C5-47C5
CG11920	CG11920	3R	96B20-96B20
CG11921	fd96Ca	3R	96B20-96B20
CG11922	fd96Cb	3R	96B20-96B21
CG11924	Cf2	2L	25B1-25B1
CG11926	Mon1	2L	25B1-25B1
CG11927	CG11927	2L	25B1-25B1
CG11929	CG11929	2L	25A3-25A3
